customer_id,age,annual_income,spend_score,tenure_years,region,membership_tier
CUST00489,46.0,95436.87,21.91,,South,Gold
CUST00490,45.0,46560.22,15.96,1.21,South,Basic
CUST00491,47.0,96316.14,48.89,3.98,West,Basic
CUST00492,41.0,89046.01,30.96,4.35,West,Basic
CUST00493,24.0,20251.62,31.59,0.07,South,Basic
CUST00494,55.0,91853.64,99.06,8.28,West,Basic
CUST00495,46.0,91432.84,32.57,1.46,East,Basic
CUST00496,48.0,83256.5,47.08,4.7,North,Basic
CUST00497,44.0,55363.57,32.07,1.45,East,Platinum
CUST00498,26.0,17057.38,89.81,1.28,West,Silver
CUST00499,51.0,42937.49,41.48,4.29,North,Gold
CUST00500,47.0,71657.67,34.35,7.9,North,Basic
CUST00501,57.0,87087.13,78.06,2.41,North,Basic
CUST00502,50.0,,75.85,0.07,East,Platinum
CUST00503,36.0,67515.94,,2.04,North,Basic
CUST00504,39.0,88340.19,44.59,1.01,West,Silver
CUST00505,66.0,96557.13,54.08,2.31,North,Platinum
CUST00506,25.0,44126.5,60.68,1.57,North,Silver
CUST00507,62.0,115523.79,69.09,,South,Basic
CUST00508,49.0,91220.62,44.55,0.14,West,Silver
CUST00509,19.0,39092.11,50.75,0.05,West,Basic
CUST00510,19.0,36133.25,47.49,3.62,South,Basic
CUST00511,65.0,86173.71,,1.34,East,Basic
CUST00512,24.0,32340.46,61.11,,West,Gold
CUST00513,23.0,28459.53,86.61,9.66,West,Silver
CUST00514,25.0,38372.93,74.4,3.92,North,Basic
CUST00515,28.0,34247.88,73.98,2.59,West,Basic
CUST00516,26.0,29694.61,58.85,0.93,West,Silver
CUST00517,38.0,96612.19,41.23,1.74,East,Platinum
CUST00518,30.0,25316.81,75.42,2.43,East,Basic
CUST00519,73.0,106006.9,65.37,6.44,South,Basic
CUST00520,56.0,111354.23,85.13,3.04,West,Gold
CUST00521,29.0,28097.6,86.19,0.86,West,Gold
CUST00522,30.0,41468.38,70.12,1.5,East,Platinum
CUST00523,38.0,71347.08,30.8,9.78,East,Basic
CUST00524,27.0,23747.99,62.65,0.74,South,Basic
CUST00525,27.0,43169.78,42.81,4.13,East,Silver
CUST00526,58.0,132008.25,57.44,,North,Basic
CUST00527,62.0,87966.41,85.93,,West,Gold
CUST00528,58.0,110515.05,50.69,6.83,East,Basic
CUST00529,20.0,44140.71,76.33,1.82,East,Silver
CUST00530,47.0,81715.73,36.27,1.97,North,Platinum
CUST00531,51.0,83188.18,56.21,1.19,East,Platinum
CUST00532,28.0,39351.02,78.28,1.42,North,Silver
CUST00533,42.0,82660.62,28.21,1.76,West,Platinum
CUST00534,24.0,50103.39,61.59,0.76,East,Basic
CUST00535,20.0,34991.04,86.64,0.65,South,Basic
CUST00536,44.0,91135.84,37.87,4.62,West,Basic
CUST00537,25.0,37858.92,61.25,1.18,West,Platinum
CUST00538,25.0,50556.78,94.55,1.87,North,Platinum
CUST00539,59.0,117538.86,56.05,9.55,North,Basic
CUST00540,62.0,114493.15,57.48,0.1,South,Basic
CUST00541,49.0,75188.68,16.82,0.93,North,Basic
CUST00542,59.0,80328.47,49.71,2.18,East,Basic
CUST00543,62.0,82088.07,50.64,,East,Gold
CUST00544,25.0,36794.32,56.4,4.68,East,Basic
CUST00545,,70315.98,32.14,6.44,North,Gold
CUST00546,24.0,29844.35,64.65,0.97,West,Silver
CUST00547,24.0,29590.03,73.71,2.35,West,Basic
CUST00548,63.0,93235.09,37.77,7.79,East,Basic
CUST00549,39.0,80770.85,64.27,5.45,North,Platinum
CUST00550,42.0,55146.18,30.23,2.08,South,Silver
CUST00551,24.0,24196.63,,0.27,East,Silver
CUST00552,18.0,32506.88,65.1,2.62,East,Basic
CUST00553,55.0,115343.55,64.52,0.05,North,Platinum
CUST00554,24.0,41957.41,65.62,5.0,West,Gold
CUST00555,22.0,44425.48,100.0,8.07,West,Gold
CUST00556,31.0,43451.08,36.39,4.1,East,Silver
CUST00557,42.0,82068.76,53.23,0.95,South,Gold
CUST00558,50.0,54964.19,27.28,1.98,East,Basic
CUST00559,37.0,89062.84,49.55,2.17,North,Gold
CUST00560,25.0,46373.02,83.5,1.29,East,Silver
CUST00561,25.0,31789.96,82.2,6.16,North,Silver
CUST00562,,101106.57,66.0,1.28,North,Platinum
CUST00563,43.0,77655.74,42.26,5.81,East,Platinum
CUST00564,54.0,80280.04,42.41,2.38,East,Silver
CUST00565,48.0,72689.5,41.45,,West,Silver
CUST00566,59.0,87387.5,4.98,6.51,East,Gold
CUST00567,25.0,33943.19,67.18,2.07,West,Platinum
CUST00568,28.0,,73.79,0.31,West,Gold
CUST00569,42.0,99082.25,25.76,6.51,South,Basic
CUST00570,23.0,38379.74,51.55,4.49,West,Basic
CUST00571,68.0,92676.01,73.88,0.97,South,Gold
CUST00572,50.0,83526.66,39.64,1.64,East,Gold
CUST00573,63.0,87081.64,14.08,7.5,North,Gold
CUST00574,63.0,124090.36,67.52,1.25,North,Silver
CUST00575,41.0,90507.14,51.9,2.56,East,Silver
CUST00576,61.0,78222.88,62.68,4.79,South,Silver
CUST00577,52.0,88902.84,39.94,1.35,East,Gold
CUST00578,49.0,83805.99,57.34,5.92,North,Basic
CUST00579,25.0,39249.79,72.52,3.61,South,Silver
CUST00580,59.0,81146.27,39.31,2.41,East,Gold
CUST00581,39.0,83717.98,34.85,2.07,East,Gold
CUST00582,19.0,50607.55,61.81,5.59,West,Basic
CUST00583,20.0,24847.28,,4.1,West,Gold
CUST00584,55.0,68441.35,29.75,1.94,West,Basic
CUST00585,41.0,56159.18,63.08,1.25,North,Basic
CUST00586,19.0,29109.82,94.1,1.44,East,Silver
CUST00587,21.0,35226.61,88.09,2.95,North,Basic
CUST00588,22.0,22200.41,75.52,0.08,South,Platinum
CUST00589,35.0,46279.25,55.16,0.53,North,Platinum
CUST00590,58.0,74514.75,53.47,8.23,South,Basic
CUST00591,39.0,82359.1,40.06,4.59,North,Gold
CUST00592,24.0,34740.21,94.01,4.22,East,Silver
CUST00593,42.0,85885.62,49.0,2.33,North,Gold
CUST00594,18.0,34573.58,30.25,0.95,East,Gold
CUST00595,25.0,34754.05,64.89,2.7,East,Silver
CUST00596,55.0,73913.81,32.51,0.11,North,Basic
CUST00597,52.0,65874.49,40.91,2.08,North,Basic
CUST00598,48.0,84782.46,55.07,0.04,West,Silver
CUST00599,37.0,80094.63,39.84,1.41,East,Platinum
CUST00110,45.0,,59.11,1.5,East,Gold
CUST00419,59.0,115233.21,95.91,1.46,East,Gold
CUST00565,48.0,72689.5,41.45,,West,Silver
CUST00077,41.0,68232.37,37.18,1.13,South,Gold
CUST00181,59.0,102940.63,44.57,1.32,East,Basic
CUST00284,41.0,58617.27,49.62,5.46,West,Basic
CUST00010,22.0,40348.44,64.49,1.37,West,Silver
CUST00469,44.0,,78.9,7.22,North,Gold
CUST00078,41.0,57925.1,54.54,0.89,North,Basic
CUST00349,24.0,27761.54,66.46,8.91,East,Basic
CUST00055,54.0,,35.44,2.04,East,Gold
CUST00118,50.0,57993.43,38.92,0.25,West,Gold
CUST00109,55.0,70745.62,89.36,1.56,East,Gold
CUST00588,22.0,22200.41,75.52,0.08,South,Platinum
CUST00369,55.0,121158.31,22.26,2.87,South,Silver
CUST00234,69.0,88902.64,42.54,0.33,North,Basic
CUST00030,40.0,90904.91,32.74,8.96,East,Silver
CUST00212,24.0,39993.47,93.96,4.71,South,Silver
